feature,importance
13,0.19246873138606155
2,0.13516145550842223
10,0.13427435163872356
18,0.10829374931081853
15,0.08568474275035225
11,0.07195347102776095
4,0.07160853846819297
9,0.06498097835177287
16,0.0523473982955835
17,0.05201782373847468
3,0.03235606313301161
5,0.02167843524596135
6,0.02017798919987161
Eyebrow Distribution 1,0.015113272847933241
12,-0.005885849811854671
7,-0.01067048996753288
14,-0.011243862109267649
8,-0.030316799014285647
